response_id,employee_id,survey_date,engagement_score,open_text_comment
R00417,E0079,2023-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R00418,E0079,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R00419,E0079,2024-06-01,5,The culture encourages learning and innovation.
R00420,E0079,2024-12-01,5,The culture encourages learning and innovation.
R00421,E0080,2023-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R00422,E0080,2023-12-01,2,Workload is high and expectations are unclear.
R00423,E0080,2024-06-01,1,Workload is high and expectations are unclear.
R00424,E0080,2024-12-01,3,Work is steady but processes could improve.
R00425,E0080,2025-06-01,5,Team collaboration is strong and leadership is supportive.
R00426,E0080,2025-12-01,3,Work is steady but processes could improve.
R00427,E0081,2023-06-01,3,Communication is acceptable but priorities shift sometimes.
R00428,E0081,2023-12-01,3,Tools are fine though coordination can improve.
R00429,E0081,2024-06-01,3,Work is steady but processes could improve.
R00430,E0081,2024-12-01,5,Team collaboration is strong and leadership is supportive.
R00431,E0081,2025-06-01,5,I feel valued and have autonomy in my work.
R00432,E0081,2025-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R00433,E0082,2023-06-01,3,Communication is acceptable but priorities shift sometimes.
R00434,E0082,2023-12-01,4,I feel valued and have autonomy in my work.
R00435,E0082,2024-06-01,5,The culture encourages learning and innovation.
R00436,E0082,2024-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R00437,E0082,2025-06-01,5,Team collaboration is strong and leadership is supportive.
R00438,E0082,2025-12-01,4,Team collaboration is strong and leadership is supportive.
R00439,E0083,2023-06-01,2,Leadership communication lacks clarity.
R00440,E0083,2023-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R00441,E0083,2024-06-01,2,Leadership communication lacks clarity.
R00442,E0083,2024-12-01,5,The culture encourages learning and innovation.
R00443,E0083,2025-06-01,4,The culture encourages learning and innovation.
R00444,E0083,2025-12-01,4,I feel valued and have autonomy in my work.
R00445,E0084,2024-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R00446,E0084,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R00447,E0084,2025-06-01,4,Team collaboration is strong and leadership is supportive.
R00448,E0084,2025-12-01,4,I feel valued and have autonomy in my work.
R00449,E0085,2023-06-01,5,Team collaboration is strong and leadership is supportive.
R00450,E0085,2023-12-01,3,Work is steady but processes could improve.
R00451,E0085,2024-06-01,5,Team collaboration is strong and leadership is supportive.
R00452,E0085,2024-12-01,3,Tools are fine though coordination can improve.
R00453,E0085,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R00454,E0085,2025-12-01,3,Communication is acceptable but priorities shift sometimes.
R00455,E0086,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R00456,E0086,2023-12-01,4,The culture encourages learning and innovation.
R00457,E0086,2024-06-01,4,The culture encourages learning and innovation.
R00458,E0086,2024-12-01,5,I feel valued and have autonomy in my work.
R00459,E0086,2025-06-01,3,Tools are fine though coordination can improve.
R00460,E0086,2025-12-01,1,Leadership communication lacks clarity.
R00461,E0088,2024-06-01,1,Workload is high and expectations are unclear.
R00462,E0088,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R00463,E0088,2025-06-01,5,The culture encourages learning and innovation.
R00464,E0088,2025-12-01,5,The culture encourages learning and innovation.
R00465,E0089,2023-06-01,5,I feel valued and have autonomy in my work.
R00466,E0089,2023-12-01,4,Team collaboration is strong and leadership is supportive.
R00467,E0089,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R00468,E0089,2024-12-01,5,I feel valued and have autonomy in my work.
R00469,E0089,2025-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R00470,E0089,2025-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R00471,E0090,2024-12-01,5,I feel valued and have autonomy in my work.
R00472,E0090,2025-06-01,3,Work is steady but processes could improve.
R00473,E0090,2025-12-01,2,Workload is high and expectations are unclear.
R00474,E0091,2023-06-01,5,Team collaboration is strong and leadership is supportive.
R00475,E0091,2023-12-01,1,Leadership communication lacks clarity.
R00476,E0091,2024-06-01,5,I feel valued and have autonomy in my work.
R00477,E0091,2024-12-01,1,Workload is high and expectations are unclear.
R00478,E0091,2025-06-01,2,Workload is high and expectations are unclear.
R00479,E0091,2025-12-01,4,I feel valued and have autonomy in my work.
R00480,E0092,2023-06-01,2,Workload is high and expectations are unclear.
R00481,E0092,2023-12-01,3,Tools are fine though coordination can improve.
R00482,E0092,2024-06-01,5,Team collaboration is strong and leadership is supportive.
R00483,E0092,2024-12-01,4,Team collaboration is strong and leadership is supportive.
R00484,E0092,2025-06-01,3,Tools are fine though coordination can improve.
R00485,E0092,2025-12-01,1,Workload is high and expectations are unclear.
R00486,E0093,2023-06-01,3,Communication is acceptable but priorities shift sometimes.
R00487,E0093,2023-12-01,4,Team collaboration is strong and leadership is supportive.
R00488,E0093,2024-06-01,1,Workload is high and expectations are unclear.
R00489,E0093,2024-12-01,5,I feel valued and have autonomy in my work.
R00490,E0093,2025-06-01,4,The culture encourages learning and innovation.
R00491,E0093,2025-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R00492,E0094,2023-06-01,2,Workload is high and expectations are unclear.
R00493,E0094,2023-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R00494,E0094,2024-06-01,4,The culture encourages learning and innovation.
R00495,E0094,2024-12-01,4,Team collaboration is strong and leadership is supportive.
R00496,E0094,2025-06-01,5,The culture encourages learning and innovation.
R00497,E0094,2025-12-01,3,Tools are fine though coordination can improve.
R00498,E0095,2024-06-01,2,Leadership communication lacks clarity.
R00499,E0095,2024-12-01,4,I feel valued and have autonomy in my work.
R00500,E0096,2023-06-01,2,Workload is high and expectations are unclear.
R00501,E0096,2023-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R00502,E0096,2024-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R00503,E0096,2024-12-01,5,Team collaboration is strong and leadership is supportive.
R00504,E0096,2025-06-01,5,I feel valued and have autonomy in my work.
R00505,E0096,2025-12-01,5,I feel valued and have autonomy in my work.
R00506,E0097,2024-06-01,4,I feel valued and have autonomy in my work.
R00507,E0097,2024-12-01,5,Team collaboration is strong and leadership is supportive.
R00508,E0097,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R00509,E0097,2025-12-01,4,I feel valued and have autonomy in my work.
R00510,E0098,2023-12-01,3,Communication is acceptable but priorities shift sometimes.
R00511,E0098,2024-06-01,5,Team collaboration is strong and leadership is supportive.
R00512,E0099,2023-12-01,4,Team collaboration is strong and leadership is supportive.
R00513,E0100,2023-06-01,2,Leadership communication lacks clarity.
R00514,E0100,2023-12-01,4,I feel valued and have autonomy in my work.
R00515,E0101,2023-06-01,4,The culture encourages learning and innovation.
R00516,E0102,2023-12-01,2,Leadership communication lacks clarity.
R00517,E0102,2024-06-01,5,Team collaboration is strong and leadership is supportive.
R00518,E0102,2024-12-01,4,The culture encourages learning and innovation.
R00519,E0102,2025-06-01,1,Workload is high and expectations are unclear.
R00520,E0102,2025-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R00521,E0104,2024-12-01,5,I feel valued and have autonomy in my work.
R00522,E0104,2025-06-01,1,Leadership communication lacks clarity.
R00523,E0104,2025-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R00524,E0105,2023-06-01,4,The culture encourages learning and innovation.
R00525,E0105,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R00526,E0105,2024-06-01,1,Workload is high and expectations are unclear.
R00527,E0105,2024-12-01,5,I feel valued and have autonomy in my work.
R00528,E0105,2025-06-01,4,I feel valued and have autonomy in my work.
R00529,E0105,2025-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R00530,E0106,2023-06-01,2,Leadership communication lacks clarity.
R00531,E0106,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R00532,E0106,2024-06-01,1,Workload is high and expectations are unclear.
R00533,E0106,2024-12-01,4,I feel valued and have autonomy in my work.
R00534,E0106,2025-06-01,3,Tools are fine though coordination can improve.
R00535,E0106,2025-12-01,4,Team collaboration is strong and leadership is supportive.
R00536,E0107,2023-06-01,4,Team collaboration is strong and leadership is supportive.
R00537,E0107,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R00538,E0107,2024-06-01,1,Leadership communication lacks clarity.
R00539,E0107,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R00540,E0107,2025-06-01,4,I feel valued and have autonomy in my work.
R00541,E0107,2025-12-01,4,Team collaboration is strong and leadership is supportive.
R00542,E0108,2023-06-01,1,Leadership communication lacks clarity.
R00543,E0108,2023-12-01,2,Leadership communication lacks clarity.
R00544,E0108,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R00545,E0108,2024-12-01,4,I feel valued and have autonomy in my work.
R00546,E0108,2025-06-01,2,Workload is high and expectations are unclear.
R00547,E0108,2025-12-01,1,Leadership communication lacks clarity.
R00548,E0109,2023-12-01,1,Workload is high and expectations are unclear.
R00549,E0109,2024-06-01,3,Work is steady but processes could improve.
R00550,E0109,2024-12-01,5,The culture encourages learning and innovation.
R00551,E0109,2025-06-01,4,Team collaboration is strong and leadership is supportive.
R00552,E0109,2025-12-01,1,Leadership communication lacks clarity.
R00553,E0110,2023-06-01,1,Leadership communication lacks clarity.
R00554,E0110,2023-12-01,3,Work is steady but processes could improve.
R00555,E0110,2024-06-01,4,I feel valued and have autonomy in my work.
R00556,E0110,2024-12-01,2,Workload is high and expectations are unclear.
R00557,E0110,2025-06-01,1,Leadership communication lacks clarity.
R00558,E0110,2025-12-01,5,Team collaboration is strong and leadership is supportive.
R00559,E0111,2023-06-01,4,The culture encourages learning and innovation.
R00560,E0111,2023-12-01,1,Leadership communication lacks clarity.
R00561,E0111,2024-06-01,5,The culture encourages learning and innovation.
R00562,E0111,2024-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R00563,E0111,2025-06-01,3,Communication is acceptable but priorities shift sometimes.
R00564,E0111,2025-12-01,1,Leadership communication lacks clarity.
R00565,E0112,2023-06-01,1,Workload is high and expectations are unclear.
R00566,E0112,2023-12-01,4,Team collaboration is strong and leadership is supportive.
R00567,E0112,2024-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R00568,E0112,2024-12-01,2,Workload is high and expectations are unclear.
R00569,E0112,2025-06-01,1,Workload is high and expectations are unclear.
R00570,E0112,2025-12-01,4,Team collaboration is strong and leadership is supportive.
R00571,E0113,2023-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R00572,E0113,2023-12-01,2,Leadership communication lacks clarity.
R00573,E0113,2024-06-01,1,Workload is high and expectations are unclear.
R00574,E0114,2023-06-01,1,Leadership communication lacks clarity.
R00575,E0114,2023-12-01,2,Leadership communication lacks clarity.
R00576,E0114,2024-06-01,2,Workload is high and expectations are unclear.
R00577,E0114,2024-12-01,4,The culture encourages learning and innovation.
R00578,E0114,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R00579,E0114,2025-12-01,3,Tools are fine though coordination can improve.
